gop,object_id,mAP,AP50,AP75,predictions,ground_truths,dataset,video_name,video_id
2,88,0.9857142857142858,1.0,1.0,49,49,MOT17,MOT17-04-SDP,04-SDP
2,89,0.6612244897959184,1.0,0.6326530612244898,49,49,MOT17,MOT17-04-SDP,04-SDP
2,90,0.7326530612244897,1.0,1.0,49,49,MOT17,MOT17-04-SDP,04-SDP
2,91,0.8061224489795918,1.0,1.0,49,49,MOT17,MOT17-04-SDP,04-SDP
2,92,0.6020408163265307,1.0,0.46938775510204084,49,49,MOT17,MOT17-04-SDP,04-SDP
2,93,0.6795918367346939,1.0,0.6326530612244898,49,49,MOT17,MOT17-04-SDP,04-SDP
2,94,0.5040816326530613,0.7346938775510204,0.4897959183673469,49,49,MOT17,MOT17-04-SDP,04-SDP
2,95,1.0,1.0,1.0,49,49,MOT17,MOT17-04-SDP,04-SDP
2,96,1.0,1.0,1.0,49,49,MOT17,MOT17-04-SDP,04-SDP
2,97,0.02040816326530612,0.02040816326530612,0.02040816326530612,49,49,MOT17,MOT17-04-SDP,04-SDP
2,98,0.36938775510204075,1.0,0.04081632653061224,49,49,MOT17,MOT17-04-SDP,04-SDP
2,99,0.8306122448979594,1.0,1.0,49,49,MOT17,MOT17-04-SDP,04-SDP
2,118,0.05306122448979591,0.24489795918367346,0.02040816326530612,49,49,MOT17,MOT17-04-SDP,04-SDP
0,2,0.2428571428571428,0.42857142857142855,0.24489795918367346,49,49,MOT17,MOT17-13-SDP,13-SDP
0,4,0.22448979591836732,0.3673469387755102,0.24489795918367346,49,49,MOT17,MOT17-13-SDP,13-SDP
0,7,0.13673469387755102,0.24489795918367346,0.08163265306122448,49,49,MOT17,MOT17-13-SDP,13-SDP
0,13,0.6816326530612244,1.0,0.7142857142857143,49,49,MOT17,MOT17-13-SDP,13-SDP
0,14,0.49183673469387745,0.8979591836734694,0.5306122448979592,49,49,MOT17,MOT17-13-SDP,13-SDP
0,15,0.3081632653061225,0.7959183673469388,0.22448979591836735,49,49,MOT17,MOT17-13-SDP,13-SDP
0,16,0.1306122448979592,0.2653061224489796,0.12244897959183673,49,49,MOT17,MOT17-13-SDP,13-SDP
0,17,0.3,0.6326530612244898,0.16326530612244897,49,49,MOT17,MOT17-13-SDP,13-SDP
0,35,0.2673469387755102,0.5714285714285714,0.20408163265306123,49,49,MOT17,MOT17-13-SDP,13-SDP
0,36,0.24489795918367344,0.5714285714285714,0.14285714285714285,49,49,MOT17,MOT17-13-SDP,13-SDP
0,39,0.09183673469387756,0.20408163265306123,0.04081632653061224,49,49,MOT17,MOT17-13-SDP,13-SDP
0,47,0.26530612244897955,0.5714285714285714,0.14285714285714285,49,49,MOT17,MOT17-13-SDP,13-SDP
0,49,0.3204081632653061,0.42857142857142855,0.3673469387755102,49,49,MOT17,MOT17-13-SDP,13-SDP
0,50,0.23469387755102034,0.5714285714285714,0.14285714285714285,49,49,MOT17,MOT17-13-SDP,13-SDP
1,2,0.16530612244897963,0.3673469387755102,0.14285714285714285,49,49,MOT17,MOT17-13-SDP,13-SDP
1,7,0.3408163265306123,0.8367346938775511,0.1836734693877551,49,49,MOT17,MOT17-13-SDP,13-SDP
1,13,0.3081632653061224,0.4897959183673469,0.32653061224489793,49,49,MOT17,MOT17-13-SDP,13-SDP
1,14,0.3224489795918367,0.5306122448979592,0.40816326530612246,49,49,MOT17,MOT17-13-SDP,13-SDP
1,15,0.07346938775510205,0.1836734693877551,0.061224489795918366,49,49,MOT17,MOT17-13-SDP,13-SDP
1,16,0.410204081632653,0.7551020408163265,0.4489795918367347,49,49,MOT17,MOT17-13-SDP,13-SDP
1,17,0.24489795918367344,0.5102040816326531,0.24489795918367346,49,49,MOT17,MOT17-13-SDP,13-SDP
1,19,0.24897959183673465,0.6122448979591837,0.24489795918367346,49,49,MOT17,MOT17-13-SDP,13-SDP
1,33,0.07959183673469387,0.16326530612244897,0.061224489795918366,49,49,MOT17,MOT17-13-SDP,13-SDP
1,34,0.0653061224489796,0.12244897959183673,0.04081632653061224,49,49,MOT17,MOT17-13-SDP,13-SDP
1,35,0.07959183673469386,0.12244897959183673,0.08163265306122448,49,49,MOT17,MOT17-13-SDP,13-SDP
1,36,0.2346938775510204,0.6530612244897959,0.08163265306122448,49,49,MOT17,MOT17-13-SDP,13-SDP
1,38,0.20612244897959178,0.40816326530612246,0.20408163265306123,49,49,MOT17,MOT17-13-SDP,13-SDP
1,39,0.28571428571428564,0.7346938775510204,0.1836734693877551,49,49,MOT17,MOT17-13-SDP,13-SDP
1,47,0.0816326530612245,0.22448979591836735,0.061224489795918366,49,49,MOT17,MOT17-13-SDP,13-SDP
1,49,0.0836734693877551,0.2653061224489796,0.04081632653061224,49,49,MOT17,MOT17-13-SDP,13-SDP
1,50,0.10408163265306121,0.32653061224489793,0.061224489795918366,49,49,MOT17,MOT17-13-SDP,13-SDP
1,67,0.12040816326530612,0.22448979591836735,0.10204081632653061,49,49,MOT17,MOT17-13-SDP,13-SDP
2,4,0.11632653061224489,0.24489795918367346,0.10204081632653061,49,49,MOT17,MOT17-13-SDP,13-SDP
2,7,0.13265306122448978,0.2653061224489796,0.12244897959183673,49,49,MOT17,MOT17-13-SDP,13-SDP
2,17,0.1795918367346939,0.3469387755102041,0.1836734693877551,49,49,MOT17,MOT17-13-SDP,13-SDP
2,32,0.14489795918367349,0.2653061224489796,0.12244897959183673,49,49,MOT17,MOT17-13-SDP,13-SDP
2,33,0.34897959183673466,0.6938775510204082,0.3469387755102041,49,49,MOT17,MOT17-13-SDP,13-SDP
2,34,0.33673469387755095,0.8367346938775511,0.20408163265306123,49,49,MOT17,MOT17-13-SDP,13-SDP
2,37,0.06938775510204082,0.1836734693877551,0.02040816326530612,49,49,MOT17,MOT17-13-SDP,13-SDP
2,39,0.07142857142857144,0.1836734693877551,0.04081632653061224,49,49,MOT17,MOT17-13-SDP,13-SDP
2,47,0.24897959183673465,0.6122448979591837,0.1836734693877551,49,49,MOT17,MOT17-13-SDP,13-SDP
2,49,0.1346938775510204,0.3673469387755102,0.08163265306122448,49,49,MOT17,MOT17-13-SDP,13-SDP
2,50,0.12653061224489798,0.30612244897959184,0.08163265306122448,49,49,MOT17,MOT17-13-SDP,13-SDP
2,51,0.03877551020408163,0.10204081632653061,0.02040816326530612,49,49,MOT17,MOT17-13-SDP,13-SDP
2,62,0.09387755102040816,0.22448979591836735,0.08163265306122448,49,49,MOT17,MOT17-13-SDP,13-SDP
2,64,0.11632653061224489,0.22448979591836735,0.12244897959183673,49,49,MOT17,MOT17-13-SDP,13-SDP
2,72,0.0489795918367347,0.08163265306122448,0.04081632653061224,49,49,MOT17,MOT17-13-SDP,13-SDP
2,73,0.06326530612244899,0.12244897959183673,0.04081632653061224,49,49,MOT17,MOT17-13-SDP,13-SDP
2,156,0.0653061224489796,0.12244897959183673,0.061224489795918366,49,49,MOT17,MOT17-13-SDP,13-SDP
2,167,0.04081632653061225,0.08163265306122448,0.04081632653061224,49,49,MOT17,MOT17-13-SDP,13-SDP
0,1,0.24693877551020407,0.4489795918367347,0.22448979591836735,49,49,MOT17,MOT17-05-SDP,05-SDP
0,2,0.21836734693877552,0.40816326530612246,0.16326530612244897,49,49,MOT17,MOT17-05-SDP,05-SDP
0,125,0.21224489795918364,0.3877551020408163,0.1836734693877551,49,49,MOT17,MOT17-05-SDP,05-SDP
1,1,0.44693877551020406,1.0,0.14285714285714285,49,49,MOT17,MOT17-05-SDP,05-SDP
1,2,0.6122448979591837,1.0,0.5918367346938775,49,49,MOT17,MOT17-05-SDP,05-SDP
1,125,0.4040816326530612,1.0,0.16326530612244897,49,49,MOT17,MOT17-05-SDP,05-SDP
2,1,0.9061224489795918,1.0,1.0,49,49,MOT17,MOT17-05-SDP,05-SDP
2,2,0.7653061224489796,1.0,0.7551020408163265,49,49,MOT17,MOT17-05-SDP,05-SDP
2,125,0.8612244897959183,1.0,1.0,49,49,MOT17,MOT17-05-SDP,05-SDP
0,2,0.3571428571428571,0.6938775510204082,0.2857142857142857,49,49,MOT17,MOT17-02-SDP,02-SDP
0,3,0.5918367346938777,0.8775510204081632,0.5510204081632653,49,49,MOT17,MOT17-02-SDP,02-SDP
0,9,0.9020408163265307,1.0,1.0,49,49,MOT17,MOT17-02-SDP,02-SDP
0,10,1.0,1.0,1.0,49,49,MOT17,MOT17-02-SDP,02-SDP
0,14,0.7591836734693878,1.0,0.8571428571428571,49,49,MOT17,MOT17-02-SDP,02-SDP
0,15,0.563265306122449,1.0,0.46938775510204084,49,49,MOT17,MOT17-02-SDP,02-SDP
0,17,0.8122448979591838,1.0,1.0,49,49,MOT17,MOT17-02-SDP,02-SDP
0,18,0.6918367346938774,1.0,0.7142857142857143,49,49,MOT17,MOT17-02-SDP,02-SDP
0,19,0.6448979591836734,1.0,0.7142857142857143,49,49,MOT17,MOT17-02-SDP,02-SDP
0,20,0.3653061224489796,0.673469387755102,0.30612244897959184,49,49,MOT17,MOT17-02-SDP,02-SDP
0,31,1.0,1.0,1.0,49,49,MOT17,MOT17-02-SDP,02-SDP
0,36,0.8387755102040817,1.0,1.0,49,49,MOT17,MOT17-02-SDP,02-SDP
0,68,0.7081632653061225,1.0,0.7959183673469388,49,49,MOT17,MOT17-02-SDP,02-SDP
0,69,0.5775510204081632,1.0,0.46938775510204084,49,49,MOT17,MOT17-02-SDP,02-SDP
0,72,0.11632653061224489,0.22448979591836735,0.10204081632653061,49,49,MOT17,MOT17-02-SDP,02-SDP
1,3,0.6653061224489796,1.0,0.6938775510204082,49,49,MOT17,MOT17-02-SDP,02-SDP
1,9,0.9816326530612244,1.0,1.0,49,49,MOT17,MOT17-02-SDP,02-SDP
1,10,0.9551020408163264,1.0,1.0,49,49,MOT17,MOT17-02-SDP,02-SDP
1,14,0.9836734693877551,1.0,1.0,49,49,MOT17,MOT17-02-SDP,02-SDP
1,15,0.7326530612244898,1.0,1.0,49,49,MOT17,MOT17-02-SDP,02-SDP
1,17,0.889795918367347,1.0,1.0,49,49,MOT17,MOT17-02-SDP,02-SDP
1,18,0.9653061224489796,1.0,1.0,49,49,MOT17,MOT17-02-SDP,02-SDP
1,19,0.7816326530612245,1.0,1.0,49,49,MOT17,MOT17-02-SDP,02-SDP
1,20,0.2571428571428571,0.5306122448979592,0.20408163265306123,49,49,MOT17,MOT17-02-SDP,02-SDP
1,31,0.7979591836734694,1.0,0.7551020408163265,49,49,MOT17,MOT17-02-SDP,02-SDP
1,39,0.10816326530612244,0.20408163265306123,0.10204081632653061,49,49,MOT17,MOT17-02-SDP,02-SDP
1,68,0.9020408163265305,1.0,1.0,49,49,MOT17,MOT17-02-SDP,02-SDP
1,69,0.7122448979591838,1.0,0.5306122448979592,49,49,MOT17,MOT17-02-SDP,02-SDP
2,3,0.4979591836734694,0.8571428571428571,0.42857142857142855,49,49,MOT17,MOT17-02-SDP,02-SDP
2,9,0.9897959183673469,1.0,1.0,49,49,MOT17,MOT17-02-SDP,02-SDP
2,10,1.0,1.0,1.0,49,49,MOT17,MOT17-02-SDP,02-SDP
2,14,0.13061224489795917,0.2653061224489796,0.10204081632653061,49,49,MOT17,MOT17-02-SDP,02-SDP
2,15,0.8224489795918368,1.0,1.0,49,49,MOT17,MOT17-02-SDP,02-SDP
2,17,0.9102040816326531,1.0,1.0,49,49,MOT17,MOT17-02-SDP,02-SDP
2,18,0.3979591836734694,0.5714285714285714,0.42857142857142855,49,49,MOT17,MOT17-02-SDP,02-SDP
2,19,0.5285714285714287,1.0,0.30612244897959184,49,49,MOT17,MOT17-02-SDP,02-SDP
2,20,0.3959183673469388,0.9183673469387755,0.3469387755102041,49,49,MOT17,MOT17-02-SDP,02-SDP
2,26,0.1836734693877551,0.30612244897959184,0.1836734693877551,49,49,MOT17,MOT17-02-SDP,02-SDP
