gop,object_id,mAP,AP50,AP75,predictions,ground_truths
0,2,0.2428571428571428,0.42857142857142855,0.24489795918367346,49,49
0,4,0.22448979591836732,0.3673469387755102,0.24489795918367346,49,49
0,7,0.13673469387755102,0.24489795918367346,0.08163265306122448,49,49
0,13,0.6816326530612244,1.0,0.7142857142857143,49,49
0,14,0.49183673469387745,0.8979591836734694,0.5306122448979592,49,49
0,15,0.3081632653061225,0.7959183673469388,0.22448979591836735,49,49
0,16,0.1306122448979592,0.2653061224489796,0.12244897959183673,49,49
0,17,0.3,0.6326530612244898,0.16326530612244897,49,49
0,35,0.2673469387755102,0.5714285714285714,0.20408163265306123,49,49
0,36,0.24489795918367344,0.5714285714285714,0.14285714285714285,49,49
0,39,0.09183673469387756,0.20408163265306123,0.04081632653061224,49,49
0,47,0.26530612244897955,0.5714285714285714,0.14285714285714285,49,49
0,49,0.3204081632653061,0.42857142857142855,0.3673469387755102,49,49
0,50,0.23469387755102034,0.5714285714285714,0.14285714285714285,49,49
1,2,0.16530612244897963,0.3673469387755102,0.14285714285714285,49,49
1,7,0.3408163265306123,0.8367346938775511,0.1836734693877551,49,49
1,13,0.3081632653061224,0.4897959183673469,0.32653061224489793,49,49
1,14,0.3224489795918367,0.5306122448979592,0.40816326530612246,49,49
1,15,0.07346938775510205,0.1836734693877551,0.061224489795918366,49,49
1,16,0.410204081632653,0.7551020408163265,0.4489795918367347,49,49
1,17,0.24489795918367344,0.5102040816326531,0.24489795918367346,49,49
1,19,0.24897959183673465,0.6122448979591837,0.24489795918367346,49,49
1,33,0.07959183673469387,0.16326530612244897,0.061224489795918366,49,49
1,34,0.0653061224489796,0.12244897959183673,0.04081632653061224,49,49
1,35,0.07959183673469386,0.12244897959183673,0.08163265306122448,49,49
1,36,0.2346938775510204,0.6530612244897959,0.08163265306122448,49,49
1,38,0.20612244897959178,0.40816326530612246,0.20408163265306123,49,49
1,39,0.28571428571428564,0.7346938775510204,0.1836734693877551,49,49
1,47,0.0816326530612245,0.22448979591836735,0.061224489795918366,49,49
1,49,0.0836734693877551,0.2653061224489796,0.04081632653061224,49,49
1,50,0.10408163265306121,0.32653061224489793,0.061224489795918366,49,49
1,67,0.12040816326530612,0.22448979591836735,0.10204081632653061,49,49
2,4,0.11632653061224489,0.24489795918367346,0.10204081632653061,49,49
2,7,0.13265306122448978,0.2653061224489796,0.12244897959183673,49,49
2,17,0.1795918367346939,0.3469387755102041,0.1836734693877551,49,49
2,32,0.14489795918367349,0.2653061224489796,0.12244897959183673,49,49
2,33,0.34897959183673466,0.6938775510204082,0.3469387755102041,49,49
2,34,0.33673469387755095,0.8367346938775511,0.20408163265306123,49,49
2,37,0.06938775510204082,0.1836734693877551,0.02040816326530612,49,49
2,39,0.07142857142857144,0.1836734693877551,0.04081632653061224,49,49
2,47,0.24897959183673465,0.6122448979591837,0.1836734693877551,49,49
2,49,0.1346938775510204,0.3673469387755102,0.08163265306122448,49,49
2,50,0.12653061224489798,0.30612244897959184,0.08163265306122448,49,49
2,51,0.03877551020408163,0.10204081632653061,0.02040816326530612,49,49
2,62,0.09387755102040816,0.22448979591836735,0.08163265306122448,49,49
2,64,0.11632653061224489,0.22448979591836735,0.12244897959183673,49,49
2,72,0.0489795918367347,0.08163265306122448,0.04081632653061224,49,49
2,73,0.06326530612244899,0.12244897959183673,0.04081632653061224,49,49
2,156,0.0653061224489796,0.12244897959183673,0.061224489795918366,49,49
2,167,0.04081632653061225,0.08163265306122448,0.04081632653061224,49,49
