gop,object_id,mAP,AP50,AP75,predictions,ground_truths
0,1,0.326530612244898,0.7142857142857143,0.24489795918367346,49,49
0,3,0.23265306122448978,0.5510204081632653,0.10204081632653061,49,49
0,4,0.1,0.1836734693877551,0.061224489795918366,49,49
0,5,0.2795918367346939,0.6530612244897959,0.20408163265306123,49,49
0,8,0.2020408163265306,0.3877551020408163,0.16326530612244897,49,49
0,12,0.23673469387755097,0.42857142857142855,0.22448979591836735,49,49
0,13,0.2653061224489796,0.4897959183673469,0.2857142857142857,49,49
0,18,0.17755102040816328,0.32653061224489793,0.14285714285714285,49,49
0,26,0.2346938775510204,0.5918367346938775,0.16326530612244897,49,49
0,27,0.07755102040816328,0.1836734693877551,0.04081632653061224,49,49
0,28,0.11632653061224492,0.24489795918367346,0.10204081632653061,49,49
0,38,0.10408163265306122,0.1836734693877551,0.08163265306122448,49,49
0,39,0.0836734693877551,0.14285714285714285,0.08163265306122448,49,49
0,40,0.09795918367346937,0.14285714285714285,0.10204081632653061,49,49
1,2,0.12244897959183673,0.2857142857142857,0.08163265306122448,49,49
1,4,0.055102040816326525,0.14285714285714285,0.04081632653061224,49,49
1,12,0.08571428571428572,0.16326530612244897,0.061224489795918366,49,49
1,13,0.1,0.22448979591836735,0.08163265306122448,49,49
1,24,0.5204081632653061,1.0,0.5102040816326531,49,49
1,43,0.27346938775510204,0.5510204081632653,0.24489795918367346,49,49
2,2,0.5755102040816327,1.0,0.5714285714285714,49,49
2,4,0.20816326530612242,0.42857142857142855,0.14285714285714285,49,49
2,7,0.40816326530612235,0.7346938775510204,0.40816326530612246,49,49
2,9,0.36326530612244895,0.9591836734693877,0.20408163265306123,49,49
2,12,0.3346938775510203,0.7346938775510204,0.2653061224489796,49,49
2,13,0.5897959183673469,1.0,0.5918367346938775,49,49
2,24,0.07142857142857142,0.16326530612244897,0.061224489795918366,49,49
2,26,0.3081632653061225,0.42857142857142855,0.32653061224489793,49,49
2,29,0.24285714285714283,0.40816326530612246,0.22448979591836735,49,49
2,30,0.19387755102040818,0.2653061224489796,0.20408163265306123,49,49
2,43,0.2428571428571428,0.5306122448979592,0.20408163265306123,49,49
